ano,mes,unidade,especialidade,leitos_disponiveis,taxa_ocupacao,internacoes,tempo_medio_internacao_dias,taxa_reinternacao_30d,obitos,faixa_etaria_predominante,tipo_internacao
2022,3,Hospital Municipal Centro,Obstetrícia,26,0.768,48,6.8,0.084,0,15-29,Urgência
2022,3,Hospital Municipal Centro,Oncologia,49,0.726,77,1.3,0.126,1,65+,Urgência
2022,3,Hospital Municipal Centro,Neurologia,75,0.823,133,5.1,0.025,4,30-49,Urgência
2022,3,Hospital Municipal Centro,Cirurgia Geral,42,0.617,56,5.4,0.151,2,0-14,Urgência
2022,3,Hospital Municipal Centro,Cardiologia,59,0.622,86,4.1,0.143,1,0-14,Urgência
2022,3,Hospital Municipal Leste,Obstetrícia,29,0.847,66,4.8,0.139,0,0-14,Eletiva
2022,3,Hospital Municipal Leste,Cardiologia,22,0.722,34,8.2,0.057,0,30-49,Urgência
2022,3,Hospital Municipal Leste,Ortopedia,44,0.628,66,6.7,0.094,0,0-14,Urgência
2022,3,Hospital Municipal Leste,Neurologia,26,0.609,29,4.6,0.142,0,65+,Eletiva
2022,3,Hospital Maternidade Vida,Cirurgia Geral,39,0.902,73,4.7,0.002,0,30-49,Urgência
2022,3,Hospital Maternidade Vida,Cardiologia,61,0.777,118,1.1,0.111,0,65+,Urgência
2022,3,Hospital Maternidade Vida,Obstetrícia,61,0.651,60,2.9,0.044,3,30-49,Urgência
2022,3,Hospital Maternidade Vida,Oncologia,32,0.73,37,6.8,0.09,0,65+,Urgência
2022,3,Hospital Maternidade Vida,Pediatria,62,0.614,64,9.1,0.063,2,65+,Eletiva
2022,3,Hospital Pronto-Socorro 24h,Clínica Médica,38,0.723,50,1.1,0.087,3,50-64,Eletiva
2022,3,Hospital Pronto-Socorro 24h,Ortopedia,43,0.652,60,2.6,0.088,0,65+,Urgência
2022,3,Hospital Pronto-Socorro 24h,Pediatria,30,0.808,41,1.4,0.08,2,30-49,Urgência
2022,3,Hospital Pronto-Socorro 24h,Cirurgia Geral,65,0.853,106,1.5,0.083,1,65+,Eletiva
2022,3,Hospital Pronto-Socorro 24h,Neurologia,73,0.452,60,7.8,0.045,2,0-14,Urgência
2022,3,Hospital Pronto-Socorro 24h,Obstetrícia,23,0.628,30,7.0,0.105,1,30-49,Urgência
2022,3,Hospital Clínica Esperança,Pediatria,64,0.819,115,1.8,0.015,0,0-14,Urgência
2022,3,Hospital Clínica Esperança,Cirurgia Geral,33,0.797,68,2.8,0.061,1,30-49,Eletiva
2022,3,Hospital Clínica Esperança,Clínica Médica,39,0.784,75,6.8,0.07,1,50-64,Urgência
2022,3,Hospital Clínica Esperança,Oncologia,60,0.631,64,5.3,0.03,2,15-29,Urgência
2022,3,Hospital Clínica Esperança,Ortopedia,31,0.694,63,4.6,0.125,2,65+,Urgência
2022,3,Hospital Hospital do Coração,Oncologia,67,0.93,125,5.9,0.074,1,65+,Urgência
2022,3,Hospital Hospital do Coração,Clínica Médica,28,0.865,65,6.4,,3,50-64,Urgência
2022,3,Hospital Hospital do Coração,Obstetrícia,60,0.747,115,6.7,0.09,3,15-29,Urgência
2022,3,Hospital Hospital do Coração,Ortopedia,70,0.731,148,6.2,0.0,3,65+,Urgência
2022,3,Hospital Hospital do Coração,Pediatria,36,0.889,61,6.3,0.088,1,30-49,Urgência
2022,3,Hospital Hospital do Coração,Cirurgia Geral,27,0.759,43,2.9,0.0,1,30-49,Eletiva
2022,3,Hospital Oncológico,Oncologia,47,0.863,110,7.1,0.046,2,0-14,Urgência
2022,3,Hospital Oncológico,Pediatria,62,0.683,109,8.1,0.102,4,50-64,Urgência
2022,3,Hospital Oncológico,Cardiologia,66,0.797,157,3.8,0.063,11,0-14,Urgência
2022,3,Hospital Oncológico,Neurologia,62,0.646,108,3.7,0.038,0,15-29,Urgência
2022,3,Hospital Oncológico,Clínica Médica,22,0.782,42,6.8,0.017,2,0-14,Eletiva
2022,3,Hospital Oncológico,Obstetrícia,63,0.61,83,6.2,0.099,2,30-49,Urgência
2022,3,Hospital Infantil Anjo,Cardiologia,51,0.456,39,4.9,0.09,0,15-29,Urgência
2022,3,Hospital Infantil Anjo,Cirurgia Geral,64,0.841,90,4.0,0.106,1,50-64,Urgência
2022,3,Hospital Infantil Anjo,Clínica Médica,71,0.624,87,1.1,0.072,3,65+,Urgência
2022,3,Hospital Infantil Anjo,Obstetrícia,77,0.698,137,6.9,0.072,2,30-49,Eletiva
2022,3,Hospital Infantil Anjo,Neurologia,27,0.932,46,5.1,0.042,1,65+,Urgência
2022,3,Hospital Ortopédico Plus,Pediatria,65,0.692,119,2.5,0.087,2,30-49,Urgência
2022,3,Hospital Ortopédico Plus,Cardiologia,48,0.578,46,6.1,0.104,0,65+,Eletiva
2022,3,Hospital Ortopédico Plus,Clínica Médica,69,0.845,167,4.9,0.099,5,15-29,Urgência
2022,3,Hospital Ortopédico Plus,Obstetrícia,30,0.867,47,,0.126,1,30-49,Urgência
2022,3,Hospital Ortopédico Plus,Oncologia,36,0.819,56,11.4,0.041,0,0-14,Eletiva
2022,3,Hospital Ortopédico Plus,Cirurgia Geral,57,0.785,111,5.0,0.07,1,65+,Urgência
2022,3,Hospital Saúde Mental,Cirurgia Geral,69,0.566,103,3.8,0.031,4,50-64,Urgência
2022,3,Hospital Saúde Mental,Clínica Médica,61,0.853,140,4.7,0.067,2,0-14,Urgência
2022,3,Hospital Saúde Mental,Obstetrícia,30,0.592,32,6.6,0.053,0,30-49,Urgência
2022,4,Hospital São José,Pediatria,35,0.627,41,5.9,0.107,1,50-64,Urgência
2022,4,Hospital São José,Neurologia,35,0.972,92,,0.138,1,15-29,Eletiva
2022,4,Hospital São José,Oncologia,51,0.855,122,5.4,0.063,3,50-64,Urgência
2022,4,Hospital São José,Cardiologia,35,0.744,41,7.8,0.0,1,50-64,Urgência
2022,4,Hospital São José,Clínica Médica,54,0.777,71,5.6,0.077,3,50-64,Urgência
2022,4,Hospital São José,Cirurgia Geral,22,0.593,23,7.4,0.065,0,65+,Urgência
2022,4,Hospital Santa Casa,Cirurgia Geral,70,0.873,125,5.2,0.113,5,50-64,Urgência
2022,4,Hospital Santa Casa,Oncologia,22,0.904,53,6.5,0.057,1,65+,Eletiva
2022,4,Hospital Santa Casa,Clínica Médica,40,0.815,68,4.6,0.023,0,65+,Urgência
2022,4,Hospital Santa Casa,Ortopedia,52,0.79,105,2.8,,5,30-49,Urgência
2022,4,Hospital Santa Casa,Pediatria,63,0.816,100,7.1,0.145,1,0-14,Urgência
2022,4,Hospital Regional Norte,Ortopedia,30,0.53,42,4.9,0.026,2,15-29,Urgência
2022,4,Hospital Regional Norte,Obstetrícia,56,0.775,66,5.1,,2,15-29,Urgência
2022,4,Hospital Regional Norte,Clínica Médica,52,0.762,111,1.0,0.079,2,15-29,Eletiva
2022,4,Hospital Regional Norte,Cardiologia,55,0.64,80,8.8,0.07,3,65+,Urgência
2022,4,Hospital Regional Norte,Oncologia,54,0.594,82,8.9,0.042,0,65+,Urgência
2022,4,Hospital Regional Sul,Ortopedia,34,0.98,88,2.9,0.063,0,50-64,Urgência
2022,4,Hospital Regional Sul,Pediatria,50,0.557,75,10.2,0.077,2,65+,Urgência
2022,4,Hospital Regional Sul,Cardiologia,77,0.94,212,4.9,0.091,3,30-49,Urgência
2022,4,Hospital Regional Sul,Neurologia,42,0.876,96,3.8,0.097,5,30-49,Urgência
2022,4,Hospital Universitário,Cirurgia Geral,35,0.728,58,9.2,0.071,1,50-64,Urgência
2022,4,Hospital Universitário,Cardiologia,65,0.541,60,6.2,0.188,1,15-29,Urgência
2022,4,Hospital Universitário,Obstetrícia,61,0.946,127,,0.112,8,30-49,Urgência
2022,4,Hospital Universitário,Neurologia,61,0.911,137,7.1,0.087,7,0-14,Eletiva
2022,4,Hospital Municipal Centro,Pediatria,75,0.94,106,3.2,0.063,2,30-49,Urgência
2022,4,Hospital Municipal Centro,Clínica Médica,49,0.87,95,5.3,0.152,1,50-64,Urgência
2022,4,Hospital Municipal Centro,Ortopedia,32,0.759,63,3.4,0.042,0,0-14,Urgência
2022,4,Hospital Municipal Centro,Obstetrícia,70,0.67,83,9.1,0.036,1,50-64,Urgência
2022,4,Hospital Municipal Centro,Cirurgia Geral,52,0.663,56,7.7,0.125,1,15-29,Urgência
2022,4,Hospital Municipal Centro,Oncologia,36,0.623,42,7.3,0.055,1,65+,Urgência
2022,4,Hospital Municipal Leste,Obstetrícia,49,0.677,74,7.9,0.129,1,30-49,Urgência
2022,4,Hospital Municipal Leste,Oncologia,60,0.807,117,4.4,0.084,4,15-29,Urgência
2022,4,Hospital Municipal Leste,Cirurgia Geral,67,0.836,142,5.3,0.137,2,15-29,Eletiva
2022,4,Hospital Municipal Leste,Clínica Médica,63,0.727,74,1.0,0.021,2,0-14,Urgência
2022,4,Hospital Municipal Leste,Cardiologia,23,0.843,34,1.0,0.057,0,65+,Urgência
2022,4,Hospital Maternidade Vida,Ortopedia,51,0.841,116,7.1,0.034,4,50-64,Urgência
2022,4,Hospital Maternidade Vida,Obstetrícia,55,0.508,72,6.6,0.022,3,15-29,Urgência
2022,4,Hospital Maternidade Vida,Cardiologia,22,0.555,28,7.3,0.159,1,50-64,Urgência
2022,4,Hospital Pronto-Socorro 24h,Neurologia,77,0.541,119,8.9,0.037,5,65+,Eletiva
2022,4,Hospital Pronto-Socorro 24h,Cirurgia Geral,61,0.759,138,4.5,0.064,4,15-29,Urgência
2022,4,Hospital Pronto-Socorro 24h,Oncologia,68,0.82,139,5.8,0.033,3,15-29,Eletiva
2022,4,Hospital Pronto-Socorro 24h,Ortopedia,49,0.665,94,7.2,,2,50-64,Urgência
2022,4,Hospital Pronto-Socorro 24h,Pediatria,35,0.735,39,6.6,0.029,0,0-14,Eletiva
2022,4,Hospital Clínica Esperança,Neurologia,54,0.769,65,10.4,0.047,1,65+,Urgência
2022,4,Hospital Clínica Esperança,Ortopedia,56,0.574,63,3.3,0.073,2,65+,Eletiva
2022,4,Hospital Clínica Esperança,Cirurgia Geral,46,0.707,95,6.3,0.144,0,50-64,Urgência
2022,4,Hospital Hospital do Coração,Obstetrícia,44,0.743,69,3.4,0.103,2,65+,Urgência
2022,4,Hospital Hospital do Coração,Oncologia,35,0.779,69,3.8,0.11,0,65+,Urgência
2022,4,Hospital Hospital do Coração,Neurologia,46,0.66,56,5.0,,2,50-64,Urgência
2022,4,Hospital Oncológico,Ortopedia,44,0.645,79,2.5,0.106,4,65+,Eletiva
2022,4,Hospital Oncológico,Clínica Médica,50,0.787,76,10.8,0.103,1,15-29,Urgência
2022,4,Hospital Oncológico,Pediatria,67,0.857,107,5.5,0.059,2,15-29,Urgência
2022,4,Hospital Infantil Anjo,Neurologia,36,0.562,44,9.5,0.101,0,30-49,Eletiva
2022,4,Hospital Infantil Anjo,Ortopedia,43,0.706,84,6.2,0.08,2,65+,Urgência
2022,4,Hospital Infantil Anjo,Cardiologia,38,0.782,61,7.3,0.104,0,30-49,Urgência
2022,4,Hospital Infantil Anjo,Pediatria,68,0.856,143,1.0,0.056,4,30-49,Eletiva
2022,4,Hospital Infantil Anjo,Obstetrícia,28,0.694,55,2.7,0.025,1,0-14,Urgência
2022,4,Hospital Ortopédico Plus,Clínica Médica,46,0.83,61,8.2,0.096,2,50-64,Urgência
2022,4,Hospital Ortopédico Plus,Neurologia,23,0.589,32,3.0,0.034,1,0-14,Urgência
2022,4,Hospital Ortopédico Plus,Oncologia,20,0.911,41,5.9,0.069,1,50-64,Eletiva
2022,4,Hospital Saúde Mental,Cirurgia Geral,35,0.772,73,8.4,0.076,3,30-49,Urgência
2022,4,Hospital Saúde Mental,Cardiologia,49,0.385,34,2.5,0.049,0,0-14,Urgência
2022,4,Hospital Saúde Mental,Oncologia,45,0.61,43,7.7,0.104,1,50-64,Urgência
2022,5,Hospital São José,Cirurgia Geral,77,0.89,151,1.6,0.095,4,30-49,Urgência
2022,5,Hospital São José,Cardiologia,31,0.814,74,4.6,0.023,1,50-64,Urgência
2022,5,Hospital São José,Clínica Médica,39,0.767,82,7.1,0.015,4,30-49,Urgência
2022,5,Hospital São José,Oncologia,68,0.706,121,1.1,0.138,5,30-49,Urgência
2022,5,Hospital São José,Neurologia,26,0.508,26,7.3,0.092,0,50-64,Urgência
2022,5,Hospital Santa Casa,Cardiologia,51,0.741,77,8.6,0.101,3,50-64,Urgência
2022,5,Hospital Santa Casa,Neurologia,69,0.562,99,2.5,0.1,3,15-29,Urgência
2022,5,Hospital Santa Casa,Ortopedia,40,0.686,80,6.3,0.016,3,0-14,Eletiva
2022,5,Hospital Regional Norte,Pediatria,55,0.604,51,4.6,0.069,1,65+,Urgência
2022,5,Hospital Regional Norte,Ortopedia,75,0.645,100,,0.154,4,15-29,Eletiva
2022,5,Hospital Regional Norte,Neurologia,63,0.672,82,6.4,0.066,2,50-64,Urgência
2022,5,Hospital Regional Sul,Cardiologia,66,0.606,71,3.1,0.107,2,50-64,Urgência
